"STATION","NAME","DATE","ACMH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-10",,," 2250"," 2340","0.10",,"0.0","0.0",,"78","66",,"  340",,,"  315",,"10.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-11",,," 1450"," 1447","0.00",,"0.0","0.0",,"70","56",,"   40",,,"   45",,"16.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-12",,," 1650"," 1643","0.00",,"0.0","0.0",,"70","51",,"   30",,,"   23",,"14.1",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-13",,," 1350"," 1506","0.00",,"0.0","0.0",,"65","49",,"   30",,,"  338",,"16.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-14",,," 1050"," 0940","0.00",,"0.0","0.0",,"72","51",,"  350",,,"  315",,"12.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-15",,," 1450"," 0237","0.00",,"0.0","0.0",,"77","52",,"  300",,,"  360",,"8.9",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-16",,," 1050"," 0959","0.00",,"0.0","0.0",,"77","55",,"   40",,,"   45",,"8.1",,,"11.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-17",,," 2050"," 1421","0.00",,"0.0","0.0",,"74","58",,"  170",,,"  225",,"8.9",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-18",,," 2150"," 2203","0.00",,"0.0","0.0",,"78","57",,,,,"  225",,"8.1",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-19",,," 1450"," 0043","0.00",,"0.0","0.0",,"86","64",,"  270",,,"  248",,"6.0",,,"11.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-20",,," 2350"," 2341","0.00",,"0.0","0.0",,"88","66",,"  240",,,"  248",,"10.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-21",,," 0950"," 0356","0.00",,"0.0","0.0",,"83","65",,"  240",,,"  225",,"10.1",,,"12.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-22",,," 1550"," 1450","0.00",,"0.0","0.0",,"75","68",,"   60",,,"   68",,"13.0",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-23",,," 1550"," 1437","0.06",,"0.0","0.0",,"70","65",,"   50",,,"   23",,"16.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-24",,," 0550"," 0340","0.36",,"0.0","0.0",,"75","66",,"   40",,,"   45",,"12.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-25",,," 1050"," 1139","0.00",,"0.0","0.0",,"75","56",,"  360",,,"  338",,"12.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-26",,," 2150"," 2332","0.45",,"0.0","0.0",,"71","59",,"   60",,,"   90",,"10.1",,,"15.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-27",,," 1250"," 1310","3.13",,"0.0","0.0",,"75","63",,"  270",,,"  270",,"23.0",,,"51.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-28",,," 0950"," 0845","0.00",,"0.0","0.0",,"73","59",,"  310",,,"  315",,"16.1",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-29",,," 0450"," 0230","0.00",,"0.0","0.0",,"76","53",,"  280",,,"  270",,"8.9",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09-30",,," 2250"," 2246","0.00",,"0.0","0.0",,"76","58",,"  220",,,"  225",,"17.0",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-01",,," 1450"," 1626","0.00",,"0.0","0.0",,"78","62",,"  170",,,"  180",,"14.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-02",,," 1550"," 1222","0.04",,"0.0","0.0",,"71","59",,"  350",,,"  360",,"10.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-03",,," 0550"," 0603","0.78",,"0.0","0.0",,"61","53",,"   30",,,"   23",,"14.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-04",,," 1250"," 1003","0.02",,"0.0","0.0",,"61","58",,"   60",,,"  360",,"12.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-05",,," 1050"," 1036","0.32",,"0.0","0.0",,"70","56",,"  270",,,"  180",,"17.0",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-06",,," 1050"," 1103","0.00",,"0.0","0.0",,"65","51",,"  310",,,"  315",,"14.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-07",,," 1450"," 1516","0.00",,"0.0","0.0",,"67","49",,"  270",,,"  270",,"12.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-08",,," 1250"," 1646","0.00",,"0.0","0.0",,"70","52",,"  210",,,"  180",,"14.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-09",,," 1950"," 1109","0.00",,"0.0","0.0",,"74","56",,"  230",,,"  248",,"16.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-10",,," 1450"," 1256","0.02",,"0.0","0.0",,"78","60",,"  260",,,"  270",,"17.0",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-11",,," 1950"," 0103","0.02",,"0.0","0.0",,"66","51",,"  290",,,"  293",,"13.0",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-12",,," 0750"," 0830","0.00",,"0.0","0.0",,"59","45",,"   50",,,"   45",,"16.1",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-13",,," 1250"," 0303","0.07",,"0.0","0.0",,"66","51",,"  230",,,"  135",,"8.9",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-14",,," 1150"," 2138","0.00",,"0.0","0.0",,"74","60",,"  170",,,"  135",,"6.0",,,"10.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-15",,," 2250"," 1718","0.01",,"0.0","0.0",,"80","65",,"  290",,,"  225",,"8.9",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-16",,," 1450"," 1316","0.00",,"0.0","0.0",,"73","52",,"  270",,,"  225",,"14.1",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-17",,," 0050"," 0013","0.00",,"0.0","0.0",,"62","47",,"  320",,,"  315",,"12.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-18",,," 2150"," 2140","0.00",,"0.0","0.0",,"65","50",,"  190",,,"  225",,"15.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-19",,," 0550"," 0456","0.00",,"0.0","0.0",,"75","59",,"  250",,,"  248",,"15.0",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-20",,," 2350"," 2003","0.00",,"0.0","0.0",,"62","52",,"   50",,,"  360",,"13.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-21",,," 1050"," 0045","0.00",,"0.0","0.0",,"62","47",,"   50",,,"   45",,"15.0",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-22",,," 1950"," 1159","0.00",,"0.0","0.0",,"65","47",,"  120",,,"   45",,"10.1",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-23",,," 1150"," 1426","0.00",,"0.0","0.0",,"68","49",,"   60",,,"   45",,"14.1",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-24",,," 1150"," 1415","0.02",,"0.0","0.0",,"68","54",,"  150",,,"  180",,"17.9",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-25",,," 1150"," 1533","0.00",,"0.0","0.0",,"70","54",,"  290",,,"  293",,"17.0",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-26",,," 0850"," 1435","0.00",,"0.0","0.0",,"68","49",,"  290",,,"  315",,"12.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-27",,," 1850"," 1355","0.00",,"0.0","0.0",,"72","54",,"  250",,,"  225",,"15.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-28",,," 1350"," 1455","0.00",,"0.0","0.0",,"60","40",,"  290",,,"  293",,"15.0",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-29",,," 0250"," 0803","0.00",,"0.0","0.0",,"57","36",,"  300",,,"  315",,"8.9",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-30",,," 1650"," 1650","0.00",,"0.0","0.0",,"55","41",,"   60",,,"   45",,"8.9",,,"10.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10-31",,," 1350"," 1444","0.00",,"0.0","0.0",,"55","49",,"   80",,,"   45",,"16.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-01",,," 1150"," 0910","0.00",,"0.0","0.0",,"62","44",,"   40",,,"   23",,"15.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-02",,," 0950"," 0945","0.00",,"0.0","0.0",,"54","47",,"   40",,,"   45",,"21.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-03",,," 1050"," 1024","0.00",,"0.0","0.0",,"57","50",,"   50",,,"   45",,"21.9",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-04",,," 1550"," 1506","0.30",,"0.0","0.0",,"55","50",,"   80",,,"   90",,"19.9",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-05",,," 0250"," 0334","1.66",,"0.0","0.0",,"59","52",,"   40",,,"   45",,"21.0",,,"33.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-06",,," 1650"," 1743","0.02",,"0.0","0.0",,"54","50",,"  280",,,"  293",,"13.0",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-07",,," 1350"," 1257","0.00",,"0.0","0.0",,"62","49",,"  180",,,"  225",,"15.0",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-08",,," 0550"," 0532","0.00",,"0.0","0.0",,"58","46",,"  290",,,"  293",,"14.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-09",,," 2350"," 1915","0.00",,"0.0","0.0",,"63","45",,"  220",,,"  225",,"12.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-10",,," 0150"," 0132","0.00",,"0.0","0.0",,"73","57",,"  230",,,"  225",,"15.0",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-11",,," 1950"," 2016","0.01",,"0.0","0.0",,"62","42",,"   40",,,"   45",,"14.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-12",,," 1150"," 1417","0.09",,"0.0","0.0",,"49","42",,"   50",,,"   45",,"13.0",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-13",,," 1350"," 0737","0.05",,"0.0","0.0",,"63","49",,"  230",,,"  248",,"12.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-14",,," 2150"," 2357","0.26",,"0.0","0.0",,"60","51",,"  230",,,"  270",,"14.1",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-15",,," 0350"," 2358","0.00",,"0.0","0.0",,"57","38",,"  310",,,,,"17.0",,,"35.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-16",,," 1550"," 0251","2.39",,"0.0","0.0",,"54","33",,"   80",,,,,"14.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-17",,," 1050"," 1036","0.40",,"0.0","0.0",,"60","48",,"  270",,,,,"14.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-18",,," 1750"," 0658","0.00",,"0.0","0.0",,"59","44",,"  240",,,,,"8.1",,,"11.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-19",,," 2350"," 2250","0.00",,"0.0","0.0",,"66","54",,"  230",,,"  225",,"8.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-20",,," 0750"," 0920","0.00",,"0.0","0.0",,"77","62",,"  210",,,"  225",,"16.1",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-21",,," 2050"," 2357","0.00",,"0.0","0.0",,"62","38",,"   30",,,"  360",,"16.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-22",,," 0450"," 0207","0.78",,"0.0","0.0",,"46","36",,"   70",,,"   45",,"17.0",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-23",,," 1050"," 0959","0.00",,"0.0","0.0",,"52","39",,"  280",,,"  315",,"13.0",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-24",,," 1350"," 1359","0.00",,"0.0","0.0",,"54","40",,"  300",,,"  293",,"17.9",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-25",,," 1850"," 0037","0.01",,"0.0","0.0",,"44","36",,"  270",,,"  270",,"10.1",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-26",,," 0750"," 1407","0.83",,"0.0","0.0",,"42","34",,"   40",,,"   45",,"15.0",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-27",,," 2050"," 2042","0.08",,"0.0","0.0",,"48","40",,"  350",,,"  360",,"12.1",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-28",,," 2350"," 1124","1.15",,"0.0","0.0",,"41","37",,"   50",,,"   45",,"17.0",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-29",,," 0052"," 1112","0.00",,"0.0","0.0",,"38","36",,"   50",,,"   45",,"17.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11-30",,," 0950"," 0701","0.06",,"0.0","0.0",,"43","38",,"   50",,,"   68",,"19.9",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-01",,," 1150"," 1240","0.27",,"0.0","0.0",,"50","38",,"   40",,,"   68",,"17.9",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-02",,," 1650"," 1316","0.12",,"0.0","0.0",,"55","30",,"  270",,,"  270",,"23.0",,,"39.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-03",,," 1750"," 0453","0.00",,"0.0","0.0",,"35","26",,"  300",,,"  270",,"17.9",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-04",,," 1950"," 0052","0.00",,"0.0","0.0",,"35","25",,"  250",,,"  293",,"12.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-05",,," 1050"," 2245","0.02",,"0.1","0.0",,"37","27",,"   70",,,"   45",,"12.1",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-06",,," 0450"," 1704","0.14",,"0.2","0.0",,"36","32",,"   30",,,"  360",,"12.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-07",,," 1450"," 1535","0.00",,"0.0","0.0",,"41","29",,"  280",,,"  270",,"13.0",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-08",,," 2050"," 2015","0.00",,"0.0","0.0",,"47","36",,"  270",,,"  270",,"12.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-09",,," 2050"," 0337","0.00",,"0.0","0.0",,"46","39",,"  280",,,"  270",,"10.1",,,"11.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-10",,," 0250"," 2157","0.00",,"0.0","0.0",,"46","40",,"  290",,,"  180",,"10.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-11",,," 1450"," 1438","0.13",,"0.0","0.0",,"49","44",,"   70",,,"   68",,"12.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-12",,," 1050"," 1043","0.01",,"0.0","0.0",,"49","39",,"  310",,,"  315",,"17.0",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-13",,," 1550"," 1335","0.07",,"0.0","0.0",,"40","38",,"   50",,,"   68",,"16.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-14",,," 1150"," 1644","0.00",,"0.0","0.0",,"39","24",,"  290",,,"  293",,"28.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-15",,," 1150"," 1354","0.00",,"0.0","0.0",,"34","20",,"  220",,,"  225",,"17.0",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-16",,," 2250"," 2059","0.00",,"0.0","0.0",,"41","30",,"  210",,,"  203",,"14.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-17",,," 0450"," 0029","0.00",,"0.0","0.0",,"38","31",,"  290",,,"  225",,"16.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-18",,," 0950"," 0911","0.00",,"0.0","0.0",,"35","18",,"  270",,,"  270",,"23.9",,,"40.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-19",,," 0850"," 0049","0.00",,"0.0","0.0",,"30","16",,"  260",,,"  270",,"12.1",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-20",,," 2150"," 1716","0.04",,"0.4","0.0",,"29","20",,"  350",,,"   90",,"10.1",,,"11.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-21",,," 1450"," 1357","0.00",,"0.0","0.0",,"31","23",,"  300",,,"  315",,"16.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-22",,," 2150"," 2027","0.00",,"0.0","0.0",,"29","18",,"  230",,,"  225",,"14.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-23",,," 0350"," 0334","0.01",,"0.2","0.0",,"41","29",,"  210",,,"  203",,"14.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-24",,," 1550"," 1522","0.00",,"0.0","0.0",,"55","39",,"  160",,,"  158",,"13.0",,,"15.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-25",,," 1750"," 1818","0.00",,"0.0","0.0",,"48","20",,"  290",,,"  293",,"17.0",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-26",,," 0150"," 0159","0.00",,"0.0","0.0",,"24","15",,"  270",,,"  270",,"16.1",,,"21.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-27",,," 1650"," 1720","0.00",,"0.0","0.0",,"42","20",,"  270",,,"  225",,"16.1",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-28",,," 0850"," 1059","0.01",,"0.0","0.0",,"37","29",,"  270",,,"  270",,"17.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-29",,," 2250"," 2310","0.00",,"0.0","0.0",,"42","27",,"  270",,,"  270",,"14.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-30",,," 1150"," 0855","0.00",,"0.0","0.0",,"34","25",,"  290",,,"  248",,"13.0",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12-31",,," 1050"," 1018","0.01",,"0.0","0.0",,"49","31",,"  220",,,"  225",,"16.1",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-01",,," 0950"," 0944","0.00",,"0.0","0.0",,"40","33",,"  300",,,"  293",,"15.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-02",,," 1250"," 1207","0.00",,"0.0","0.0",,"46","32",,"  230",,,"  225",,"13.0",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-03",,," 2350"," 2136","0.34",,"0.0","0.0",,"48","40",,"  270",,,"  270",,"14.1",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-04",,," 0250"," 0207","0.00",,"0.0","0.0",,"43","28",,"  300",,,"  293",,"17.9",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-05",,," 1350"," 1343","0.46",,"0.0","0.0",,"43","30",,"  250",,,"  248",,"17.0",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-06",,," 2250"," 1305","0.00",,"0.0","0.0",,"37","25",,"  270",,,"  270",,"19.9",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-07",,," 1950"," 2117","0.00",,"0.0","0.0",,"27","18",,"  290",,,"  293",,"21.0",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-08",,," 0050"," 0045","0.00",,"0.0","0.0",,"28","17",,"  300",,,"  315",,"16.1",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-09",,," 1150"," 2325","0.00",,"0.0","0.0",,"40","21",,"  260",,,"  225",,"15.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-10",,," 2350"," 2320","0.00",,"0.0","0.0",,"45","34",,"  310",,,"  315",,"17.0",,,"25.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-11",,," 2350"," 0034","0.00",,"0.0","0.0",,"39","28",,"  310",,,"  315",,"17.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-12",,," 1750"," 0745","0.00",,"0.0","0.0",,"51","33",,"  230",,,"  225",,"15.0",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-13",,," 2350"," 1912","0.00",,"0.0","0.0",,"47","19",,"  310",,,"  293",,"21.0",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-14",,," 2350"," 0133","0.00",,"0.0","0.0",,"22","16",,"  310",,,"  315",,"21.0",,,"28.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-15",,," 0450"," 0442","0.00",,"0.0","0.0",,"24","8",,"  290",,,"  293",,"21.0",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-16",,," 0250"," 0248","0.00",,"0.0","0.0",,"37","24",,"  230",,,"  225",,"10.1",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-17",,," 1650"," 1638","0.00",,"0.0","0.0",,"44","30",,"  230",,,"  225",,"13.0",,,"17.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-18",,," 0650"," 1942","0.00",,"0.0","0.0",,"63","41",,"  250",,,"  135",,"12.1",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-19",,," 2250"," 2251","0.19",,"0.0","0.0",,"55","45",,"   40",,,"   45",,"15.0",,,"16.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-20",,," 2350"," 0849","0.18",,"0.0","0.0",,"50","37",,"  270",,,"  135",,"14.1",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-21",,," 0950"," 0126","0.00",,"0.0","0.0",,"51","39",,"  270",,,"  270",,"17.0",,,"26.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-22",,," 2150"," 2148","0.00",,"0.0","0.0",,"59","37",,"  310",,,"  315",,"19.0",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-23",,," 0350"," 0014","0.00",,"0.0","0.0",,"43","29",,"  310",,,"  293",,"15.0",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-24",,," 1050"," 0922","0.00",,"0.0","0.0",,"33","23",,"   40",,,"  360",,"17.0",,,"15.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-25",,," 0250"," 2325","0.46",,"0.0","0.0",,"51","28",,"   50",,,"  180",,"15.0",,,"32.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-26",,," 1450"," 0916","2.19",,"0.0","0.0",,"51","38",,"  330",,,"  203",,"12.1",,,"23.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-27",,," 2250"," 2328","0.22",,"0.2","0.0",,"38","22",,"  280",,,"  293",,"17.9",,,"30.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-28",,," 0850"," 0157","0.15",,"1.4","1.0",,"23","14",,"  280",,,"  293",,"19.9",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-29",,," 0150"," 0028","0.02",,"0.4","1.0",,"23","14",,"  270",,,"  270",,"13.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-30",,," 0650"," 2132","0.02",,"0.2","1.0",,"30","21",,"  340",,,"  293",,"15.0",,,"20.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01-31",,," 1250"," 1659","0.00",,"0.0","0.0",,"35","24",,"  270",,,"  270",,"14.1",,,"19.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-01",,," 1550"," 2227","0.00",,"0.0","0.0",,"41","24","  348","  140",,,"  158",,"13.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-02",,," 1850"," 1525","0.07",,"0.0","0.0",,"48","35","  312","  300",,,"  293",,"15.0",,,"34.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-03",,," 2350"," 2205","0.00",,"0.0","0.0",,"43","31","  536","  290",,,"   45",,"14.1",,,"15.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-04",,," 1350"," 1519","0.44",,"0.5","0.0",,"38","30","    0","   50",,,"   45",,"17.0",,,"24.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-05",,," 2350"," 2352","0.14",,"0.0","0.0",,"45","34","    7","   40",,,"   45",,"13.0",,,"18.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-06",,," 2350"," 1410","0.00",,"0.0","0.0",,"41","25","  419","   40",,,"   23",,"21.0",,,"27.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-07",,," 0550"," 0213","0.39",,"4.3","0.0",,"25","19","    0","   50",,,"   23",,"21.0",,,"31.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-08",,," 2150"," 0028","0.00",,"0.2","5.0",,"36","23","  302","  310",,,"   23",,"8.1",,,"13.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-09",,," 1450"," 1415","0.00",,"0.0","3.0",,"35","28","   19","  290",,,"  293",,"10.1",,,"12.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-10",,," 2050"," 2347","0.00",,"0.0","2.0",,"38","31","   60","  320",,,"  293",,"12.1",,,"15.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02-11",,," 1050"," 0403","0.42",,"4.5","2.0",,"34","24","    0","   40",,,"   45",,"17.0",,,"24.2",
